"id_product";"reference";"id_manufacturer";"id_category"
8332;"1810000381";36;19
8333;"1810000382";36;19
8334;"1810000383";36;19
8335;"1810000384";36;19
8336;"1810000385";36;19
8337;"1810000386";36;19
8338;"1810000387";36;19
8339;"1810000389";36;19
8340;"1810000701";36;19
8341;"1810000702";36;19
8342;"1810000703";36;19
8343;"1810000704";36;19
8344;"1810000705";36;19
8345;"1810000706";36;19
8346;"1810000707";36;19
8347;"1810000709";36;19
8348;"1810000721";36;19
8349;"1810000722";36;19
8350;"1810000723";36;19
8351;"1810000724";36;19
8352;"1810000725";36;19
8353;"1810000729";36;19
8354;"1010380101";36;19
8355;"1010380201";36;19
8356;"1010380301";36;19
8357;"1010380401";36;19
8358;"1010380501";36;19
8359;"1010380601";36;19
8360;"1010380701";36;19
8361;"1010380901";36;19
8362;"1010700101";36;19
8363;"1010700201";36;19
8364;"1010700301";36;19
8365;"1010700401";36;19
8366;"1010700501";36;19
8367;"1010700601";36;19
8368;"1010700701";36;19
8369;"1010700901";36;19
8370;"1010720101";36;19
8371;"1010720201";36;19
8372;"1010720301";36;19
8373;"1010720401";36;19
8374;"1010720501";36;19
8375;"1010720901";36;19
8376;"1010011014";36;19
8377;"1010011015";36;19
8378;"1010011016";36;19
8379;"1010011017";36;19
8380;"1010011018";36;19
8381;"1010011019";36;19
8382;"1010011020";36;19
8383;"1010011021";36;19
8384;"1010011022";36;19
8385;"1010011023";36;19
8386;"1010011024";36;19
8387;"1010011025";36;19
8388;"1010011026";36;19
8389;"1010011027";36;19
8390;"1010011028";36;19
8391;"1010011029";36;19
8392;"1010011030";36;19
8393;"1010011031";36;19
8394;"1010011032";36;19
8395;"1010011033";36;19
8396;"1010011034";36;19
8397;"1010011035";36;19
8398;"1010011036";36;19
8399;"1010011037";36;19
8400;"1010011038";36;19
8401;"1010011039";36;19
8402;"1010011040";36;19
8403;"1010011041";36;19
8404;"1010011042";36;19
8405;"1010011043";36;19
8406;"1010011044";36;19
8407;"1010011045";36;19
8408;"1010011046";36;19
8409;"1010011047";36;19
8410;"1010011048";36;19
8411;"1010011049";36;19
8412;"1010011050";36;19
8413;"1010011051";36;19
8414;"1010011052";36;19
8415;"1010011053";36;19
8416;"1010011054";36;19
8417;"1010011055";36;19
8418;"1010011056";36;19
