"id_product";"reference";"id_manufacturer";"id_category"
6823;"C-HP920XL-B";5;21
6824;"C-HP920XL-C";5;21
6825;"C-HP920XL-M";5;21
6826;"C-HP920XL-Y";5;21
6827;"C-HP940XL-B";5;21
6828;"C-HP940XL-C";5;21
6829;"C-HP940XL-M";5;21
6830;"C-HP940XL-Y";5;21
6831;"HP932CP2-XLK10";5;21
6832;"HP933CP2-XLC10";5;21
6833;"HP933CP2-XLMA10";5;21
6834;"HP933CP2-XLY10";5;21
6835;"HP950CP2-XLK10";5;21
6836;"HP951CP2-XLC10";5;21
6837;"HP951CP2-XLMA10";5;21
6838;"HP951CP2-XLY10";5;21
6884;"HP364CP-XLC10";5;21
6885;"HP364CP-XLK10";5;21
6886;"HP364CP-XLMA10";5;21
6887;"HP364CP-XLPK10";5;21
6888;"HP364CP-XLY10";5;21
6889;"HP920CP-XLC10";5;21
6890;"HP920CP-XLK10";5;21
6891;"HP920CP-XLMA10";5;21
6892;"HP920CP-XLY10";5;21
6893;"HP940CP-XLC10";5;21
6894;"HP940CP-XLK10";5;21
6895;"HP940CP-XLMA10";5;21
6896;"HP940CP-XLY10";5;21
8194;"HP10CHIP-K-10";5;21
8195;"HP10CHIP-C-10";5;21
8196;"HP10CHIP-MA-10";5;21
8197;"HP10CHIP-Y-10";5;21
8774;"HP932CP2-K";5;21
8775;"HP933CP2-C";5;21
8776;"HP933CP2-MA";5;21
8777;"HP933CP2-Y";5;21
8778;"HP950CP2-K";5;21
8779;"HP951CP2-C";5;21
8780;"HP951CP2-MA";5;21
8781;"HP951CP2-Y";5;21
1880;"1510311038";3;21
1881;"1510311039";3;21
1882;"1510311040";3;21
1883;"1510311041";3;21
1884;"1510311037";3;21
8287;"1510311082";3;21
8288;"1510311083";3;21
8289;"1510311084";3;21
8290;"1510311085";3;21
8291;"1510311086";3;21
8292;"1510311087";3;21
1885;"1510011246";5;21
1886;"1510011247";5;21
1887;"1510011239";5;21
1888;"1510011248";5;21
1889;"1510011249";5;21
1890;"1510011250";5;21
1891;"1510011240";5;21
1892;"1510011242";5;21
1893;"1510011241";5;21
1894;"1510011238";5;21
1895;"1510011243";5;21
1896;"1510011244";5;21
1897;"1510011245";5;21
1898;"1510011237";5;21
1899;"1510011251";5;21
1900;"1510011252";5;21
1901;"1510011253";5;21
1902;"1510011254";5;21
1903;"1510011256";5;21
1904;"1510011257";5;21
1905;"1510011258";5;21
1906;"1510011255";5;21
1907;"1510011225";5;21
1908;"1510011230";5;21
1909;"1510011228";5;21
1910;"1510011229";5;21
1911;"1510011226";5;21
1912;"1510011227";5;21
1915;"1510011203";5;21
1916;"1510011207";5;21
1917;"1510011208";5;21
1918;"1510011209";5;21
1919;"1510011285";5;21
1920;"1510011286";5;21
1921;"1510011278";5;21
1922;"1510011280";5;21
1923;"1510011281";5;21
1924;"1510011279";5;21
1925;"1510011282";5;21
1926;"1510011283";5;21
1927;"1510011284";5;21
1928;"1510011273";5;21
1929;"1510011275";5;21
1930;"1510011276";5;21
1931;"1510011274";5;21
1932;"1510011277";5;21
1933;"1510011204";5;21
1934;"1510011205";5;21
1935;"1510011206";5;21
1936;"1510011211";5;21
1937;"1510011212";5;21
1938;"1510011213";5;21
1939;"1510011214";5;21
1940;"1510011215";5;21
1941;"1510011216";5;21
1942;"1510011217";5;21
1943;"1510011210";5;21
1944;"1510011218";5;21
1945;"1510011223";5;21
1946;"1510011224";5;21
1947;"1510011221";5;21
1948;"1510011222";5;21
1949;"1510011219";5;21
1950;"1510011220";5;21
1955;"1510011072";5;21
1956;"1510011073";5;21
1957;"1510011071";5;21
1958;"1513011067";5;21
1959;"1510011074";5;21
1960;"1510011075";5;21
1961;"1510011076";5;21
1962;"1510011065";5;21
1963;"1510011067";5;21
1964;"1510011066";5;21
1965;"1510011064";5;21
1966;"1510011068";5;21
1967;"1510011069";5;21
1968;"1510011070";5;21
1969;"1510011180";5;21
1970;"1510011181";5;21
1971;"1510011182";5;21
1972;"1510011183";5;21
1973;"1510011062";5;21
1974;"1510011132";5;21
1975;"1510011138";5;21
1976;"1510011139";5;21
1977;"1510011140";5;21
1978;"1510011141";5;21
1979;"1510011142";5;21
1980;"1510011143";5;21
1981;"1510011144";5;21
1982;"1510011131";5;21
1983;"1510011108";5;21
1984;"1510011113";5;21
1985;"1510011114";5;21
1986;"1510011111";5;21
1987;"1510011112";5;21
1988;"1510011109";5;21
1989;"1510011110";5;21
1913;"1513911004";6;21
1914;"1513911005";6;21
1951;"1513911002";6;21
1952;"1513911003";6;21
1953;"1513911000";6;21
1954;"1513911001";6;21
