"id_product";"reference";"id_manufacturer";"id_category"
2235;"1030529101";36;12
2236;"1030529201";36;12
2237;"1030529501";36;12
2238;"1010321129";36;12
2239;"1010331335";36;12
2240;"1010321130";36;12
2241;"1010221038";36;12
2242;"1010231161";36;12
2243;"1040100101";36;12
2244;"1040100201";36;12
2245;"1040290101";36;12
2246;"1040290201";36;12
2222;"1010909101";36;12
2223;"1010909201";36;12
2224;"1010769101";36;12
2225;"1010769201";36;12
2226;"1010369101";36;12
2227;"1010369201";36;12
2228;"1010369501";36;12
2229;"1010429101";36;12
2230;"1010429201";36;12
2231;"1010949101";36;12
2232;"1010949201";36;12
2233;"1020079101";36;12
2234;"1020079201";36;12
7453;"1010311036";35;12
7454;"1010221084";35;12
7455;"1010231415";35;12
7456;"1010031408";35;12
7457;"1010021187";35;12
1783;"1010821040";35;12
1784;"1010831091";35;12
1775;"1010321150";35;12
1776;"1010331359";35;12
1777;"1010321151";35;12
1778;"1010321152";35;12
1779;"1010331360";35;12
1780;"1010321153";35;12
1781;"1010321154";35;12
1782;"1010331361";35;12
1773;"1010021157";35;12
1774;"1010031344";35;12
1771;"1010121034";35;12
1772;"1010131079";35;12
6864;"1010321165";34;12
6865;"1010321166";34;12
6866;"1010331392";34;12
7177;"1010311030";34;12
1133;"1010821012";34;12
1134;"1010831021";34;12
1135;"1010821002";34;12
1136;"1010821001";34;12
1137;"1010831001";34;12
1138;"1010821003";34;12
1139;"1010831002";34;12
1140;"1010821000";34;12
1141;"1010831000";34;12
1142;"1010321000";34;12
1143;"1010331000";34;12
1144;"1010331009";34;12
1145;"1010321005";34;12
1146;"1010331006";34;12
1147;"1010321003";34;12
1148;"1010331003";34;12
1149;"1010321006";34;12
1150;"1010331007";34;12
1151;"1010331008";34;12
1152;"1010331058";34;12
1153;"1010321001";34;12
1154;"1010331001";34;12
1155;"1010321002";34;12
1156;"1010331002";34;12
1157;"1010321008";34;12
1158;"1010331010";34;12
1159;"1010321032";34;12
1160;"1010321029";34;12
1161;"1010331011";34;12
1162;"1010321078";34;12
1163;"1010331235";34;12
1164;"1010321077";34;12
1165;"1010331104";34;12
1166;"1010321007";34;12
1167;"1010221007";34;12
1168;"1010231008";34;12
1169;"1010231000";34;12
1170;"1010221000";34;12
1171;"1010221001";34;12
1172;"1010231001";34;12
1173;"1010221003";34;12
1174;"1010231003";34;12
1175;"1010221005";34;12
1176;"1010231006";34;12
1177;"1010221006";34;12
1178;"1010231007";34;12
1179;"1010221073";34;12
1180;"1010231099";34;12
1181;"1010231004";34;12
1182;"1010231005";34;12
1183;"1010221002";34;12
1184;"1010231002";34;12
1185;"1010231106";34;12
1186;"1010231092";34;12
1187;"1010231091";34;12
1188;"1010021007";34;12
1189;"1010031007";34;12
1190;"1010031000";34;12
1191;"1010021000";34;12
1192;"1010021004";34;12
1193;"1010031003";34;12
1194;"1010031004";34;12
1195;"1010021006";34;12
1196;"1010031006";34;12
1197;"1010031036";34;12
1198;"1010021001";34;12
1199;"1010031001";34;12
1200;"1010021002";34;12
1201;"1010031002";34;12
1202;"1010021003";34;12
1203;"1010021040";34;12
1204;"1010021005";34;12
1205;"1010031005";34;12
1206;"1010021170";34;12
1207;"1010031361";34;12
1208;"1010021176";34;12
1209;"1010031377";34;12
1210;"1010021048";34;12
1211;"1010031090";34;12
1212;"1010021051";34;12
1213;"1010031109";34;12
1214;"1010031110";34;12
1215;"1010021078";34;12
1216;"1010031155";34;12
1217;"1010021082";34;12
1218;"1010121000";34;12
1219;"1010131000";34;12
1220;"1010131010";34;12
1221;"1010131011";34;12
1222;"1010121001";34;12
1223;"1010131001";34;12
1224;"1010421000";34;12
1225;"1010521002";34;12
1226;"1010531002";34;12
1227;"1010521001";34;12
1228;"1010531001";34;12
1229;"1010531000";34;12
1230;"1010521000";34;12
8135;"2020821012";32;12
8136;"2020831021";32;12
8137;"2020821002";32;12
8138;"2020821003";32;12
8139;"2020831002";32;12
8140;"2020321000";32;12
8141;"2020331000";32;12
8142;"2020331009";32;12
8143;"2020321005";32;12
8144;"2020331006";32;12
8145;"2020321001";32;12
8146;"2020331001";32;12
8147;"2020331058";32;12
8148;"2020331008";32;12
8149;"2020331010";32;12
8150;"2020321008";32;12
8151;"2020321154";32;12
8152;"2020321153";32;12
8153;"2020331361";32;12
8154;"2020321029";32;12
8155;"2020331011";32;12
8156;"2020321032";32;12
8157;"2020331104";32;12
8158;"2020321007";32;12
8159;"2020221007";32;12
8160;"2020231008";32;12
8161;"2020221001";32;12
8162;"2020231001";32;12
8163;"2020221002";32;12
8164;"2020231002";32;12
8165;"2020231106";32;12
8166;"2020021004";32;12
8167;"2020031003";32;12
8168;"2020031004";32;12
8169;"2020021006";32;12
8170;"2020031006";32;12
8171;"2020031036";32;12
8172;"2020021002";32;12
8173;"2020031002";32;12
8174;"2020021170";32;12
8175;"2020031361";32;12
8176;"2020021176";32;12
8177;"2020031377";32;12
8178;"2020021048";32;12
8179;"2020031090";32;12
8180;"2020021051";32;12
8181;"2020031109";32;12
8182;"2020031110";32;12
8183;"2020021078";32;12
8184;"2020031155";32;12
8185;"2020021082";32;12
8186;"2020121001";32;12
8187;"2020131001";32;12
8188;"2020131011";32;12
8189;"2020421000";32;12
7827;"2020831002";32;12
