"id_product";"reference";"id_manufacturer";"id_category"
5352;"8050003280";2;8
5353;"8050002301";2;8
5354;"8050002302";2;8
5355;"8050002303";2;8
5356;"8050002304";2;8
5357;"8050001351";2;8
5358;"8050001352";2;8
5359;"8050001353";2;8
5360;"8050001354";2;8
5361;"8050003251";2;8
5362;"8050003252";2;8
5363;"8050003253";2;8
5364;"8050003254";2;8
5365;"8050006600";2;8
5366;"8050009000";2;8
5367;"8050007300";2;8
5368;"8050007600";2;8
5369;"8050002000";2;8
5370;"8050002002";2;8
5371;"8050002005";2;8
5372;"8050002010";2;8
5373;"8050002120";2;8
5374;"8050002201";2;8
5375;"8050002220";2;8
5376;"8050009500";2;8
5377;"8050000041";2;8
5378;"8050000042";2;8
5379;"8050000043";2;8
5380;"8050000044";2;8
5381;"8050000111";2;8
5382;"8050000112";2;8
5383;"8050000113";2;8
5384;"8050000114";2;8
5385;"8050000121";2;8
5386;"8050000122";2;8
5387;"8050000123";2;8
5388;"8050000124";2;8
5389;"8050003060";2;8
5390;"8050003170";2;8
5391;"8050004100";2;8
5392;"8050000200";2;8
5393;"8050005500";2;8
5394;"8050001700";2;8
5395;"8050000300";2;8
5396;"8050003201";2;8
5397;"8050003281";2;8
5398;"8050003202";2;8
5399;"8050003282";2;8
5400;"8050003203";2;8
5401;"8050003283";2;8
5402;"8050003204";2;8
5403;"8050003284";2;8
5404;"8050008000";2;8
5405;"8030007011";3;8
5406;"8030007012";3;8
5407;"8030007013";3;8
5408;"8030007014";3;8
5409;"8030000011";3;8
5410;"8030000053";3;8
5411;"8030000052";3;8
5412;"8030000033";3;8
5413;"8030000032";3;8
5414;"8030000003";3;8
5415;"8030000008";3;8
5416;"8030000002";3;8
5417;"8030000015";3;8
5418;"8030000004";3;8
5419;"8030000016";3;8
5420;"8030000030";3;8
5421;"8030000014";3;8
5422;"8030000012";3;8
5423;"8030000013";3;8
5424;"8030000712";3;8
5425;"8030000713";3;8
5426;"8030000726";3;8
5427;"8030000728";3;8
5428;"8030000720";3;8
5429;"8030000120";3;8
5430;"8030000010";3;8
5431;"8030000007";3;8
5432;"8030000001";3;8
5433;"8030000706";3;8
5434;"8030000006";3;8
5435;"8030000025";3;8
5436;"8030000022";3;8
5437;"8030000017";3;8
5438;"8030000703";3;8
5439;"8030000027";3;8
5440;"8030000072";3;8
5441;"8030000708";3;8
5442;"8030000709";3;8
5443;"8030000715";3;8
5444;"8030000710";3;8
5445;"8030007071";3;8
5446;"8030007072";3;8
5447;"8030007073";3;8
5448;"8030007074";3;8
5449;"8030007161";3;8
5450;"8030007162";3;8
5451;"8030007163";3;8
5452;"8030007164";3;8
5453;"8030007111";3;8
5454;"8030007112";3;8
5455;"8030007113";3;8
5456;"8030007114";3;8
5457;"8030000725";3;8
5458;"8030000062";3;8
5459;"8030000719";3;8
5460;"8030007291";3;8
5461;"8030007292";3;8
5462;"8030007293";3;8
5463;"8030007294";3;8
5464;"8030007181";3;8
5465;"8030007182";3;8
5466;"8030007183";3;8
5467;"8030007184";3;8
5468;"8030007231";3;8
5469;"8030007230";3;8
5470;"8030007232";3;8
5471;"8030007233";3;8
5472;"8030007234";3;8
5473;"8030000104";3;8
5474;"8030007172";3;8
5475;"8030007173";3;8
5476;"8030007174";3;8
5477;"8030000009";3;8
5478;"8070001100";16;8
5479;"8070001130";16;8
5480;"8070001231";16;8
5481;"8070001232";16;8
5482;"8070001233";16;8
5483;"8070001234";16;8
5484;"8070001251";16;8
5485;"8070001252";16;8
5486;"8070001253";16;8
5487;"8070001254";16;8
5488;"8070001321";16;8
5489;"8070001322";16;8
5490;"8070001323";16;8
