"id_product";"reference";"id_manufacturer";"id_category"
1234;"1513011001";1;27
1233;"1513011081";1;27
1238;"1513011003";1;27
1237;"1513011082";1;27
1243;"1513011006";1;27
6665;"1513011009";1;27
1245;"1513011008";1;27
1242;"1513011084";1;27
6666;"1513011008";1;27
1244;"1513011007";1;27
1236;"1513011002";1;27
1235;"1513011085";1;27
1250;"4290000007";10;27
6495;"4290000008";10;27
6494;"4290000009";10;27
1246;"1513011131";10;27
1248;"1513011133";10;27
6493;"4290000010";10;27
6492;"4290000011";10;27
1249;"4290000008";10;27
6497;"4290000012";10;27
6496;"4290000013";10;27
1247;"1513011132";10;27
6491;"4290000014";10;27
6490;"4290000015";10;27
1251;"1513011134";10;27
1240;"1513011004";1;27
1239;"1513011083";1;27
1241;"1513011005";1;27
1232;"1513011000";1;27
1231;"1513011080";1;27
6355;"1613011001";1;27
