"id_product";"reference";"id_manufacturer";"id_category"
6685;"versand";1;30
8614;"NONE";1;30
6677;"provision";1;30
7808;"royalty50";1;30
7809;"royalty75";1;30
7810;"royalty100";1;30
7811;"royalty150";1;30
7812;"royalty200";1;30
7124;"1713011104";32;30
8742;"505";32;30
8631;"503";32;30
6698;"1513011166";32;30
6813;"1513011167";32;30
8743;"504";32;30
8544;"derecogida";32;30
1;"1713011007";1;30
11;"1713011014";1;30
7;"1713011096";1;30
9;"1713011098";1;30
12;"1713011015";1;30
8;"1713011097";1;30
10;"1713011099";1;30
2;"1713011008";1;30
3;"1713011004";1;30
4;"1713011009";1;30
