"id_product";"reference";"id_manufacturer";"id_category"
8767;"1265";1;24
8679;"microkitt";1;24
8191;"601522016";1;24
8192;"601522017";1;24
8277;"1266";1;24
6357;"7385";1;24
1878;"1613011002";1;24
1875;"1613011007";1;24
1876;"1613011005";1;24
1877;"1613011006";1;24
6356;"aspiramax";1;24
6351;"4509";1;24
6347;"4705";1;24
6350;"5565";1;24
6352;"MABH0001";1;24
1879;"1613011003";1;24
6349;"4626";1;24
6502;"7376";1;24
6503;"7377";1;24
6504;"7399";1;24
6505;"7357";1;24
6506;"7356";1;24
6507;"7365";1;24
6508;"7355";1;24
6509;"7362";1;24
6510;"6949";1;24
1855;"1513011046";1;24
1854;"1513011045";1;24
6501;"120542";1;24
6498;"MABHFI01";1;24
6499;"MABHFI02";1;24
6500;"MABHFI03";1;24
1509;"1513011038";1;24
1856;"1513011066";1;24
