"id_product";"reference";"id_manufacturer";"id_category"
7407;"1513011169";1;22
6870;"FGP-B3390";2;22
6935;"DRB1240-5";2;22
6936;"DRB2040-2-5";2;22
6937;"DRB2240-5";2;22
6938;"DRB3040-5";2;22
6939;"DRB4570-5";2;22
6940;"DRB4800-5";2;22
6941;"DRB5170-2-5";2;22
6942;"DRB5350-2-5";2;22
6943;"DRB6050-5";2;22
7184;"FG-B3140";2;22
7212;"B2240FGR-10";2;22
7213;"B2240ENDPLT";2;22
7214;"B2170HYFGR-10";2;22
7215;"B4040FGR-10";2;22
7216;"B3040FGR-10";2;22
7217;"B4570HYFGR-10";2;22
7218;"B4570EHYFGR-10";2;22
7233;"DRB1240-5";2;22
8198;"B5470SHPROT";2;22
8199;"B5470HYFGR-10";2;22
8200;"B5470EHYFGR-10";2;22
8202;"B2040FGR-10";2;22
8253;"B3170FGR-10";2;22
8203;"B3040DBCOVER";2;22
6794;"D-CAN7750";3;22
8534;"DRHP38-2-5";3;22
6737;"D-DEL1160";16;22
6772;"D-DEL5200";16;22
6944;"DRD3110-5";16;22
8533;"DRSAM3051-5";16;22
8593;"DRLE460-5";16;22
8532;"SCX4216FUSE";16;22
6867;"D-HP4025";5;22
6946;"PGDRHP1012-2-5";5;22
6947;"PGDRHP1505-2-5";5;22
6948;"PGDRHP2015-5";5;22
6949;"PGDRHP451-5";5;22
6950;"NVRTABPCR-4KOS";5;22
6951;"NVRTABPCR-9KOS";5;22
6952;"NVRTABPCR-H12OS";5;22
6953;"NVRTABPCR-H1505";5;22
6955;"NVRTABPCR-HP46";5;22
7358;"PGDRHP5525-3-5";5;22
8236;"PGDRHP1200-3-5";5;22
8594;"PGDRHP52-3-5";5;22
8595;"PGDR4K-2-5";5;22
8670;"PGDRHP4525-5";5;22
8671;"HP551PCR-OS";5;22
7359;"HP5525BLADE-5";5;22
7405;"HP451BLADE-10";5;22
8261;"HP1505BLADE2-10";5;22
8675;"HP3525BLADE-10";5;22
8677;"HP3525DRSBLD-3T";5;22
8680;"HP4525BLADE-10";5;22
7171;"HP1525DRBSHIM";5;22
7210;"HP37HCAP";5;22
7406;"HP2025DBLADE-5";5;22
8235;"HCAP-A3";5;22
8672;"HP38RISEAL";5;22
8673;"HP26RISEAL";5;22
